1500,10,15.20436597
1500,10,14.72588658
1500,10,15.10704422
1500,10,14.21313977
1500,10,14.81717873
1500,10,15.56337643
1500,10,15.01778746
1500,10,15.59390163
1500,10,15.50593686
1500,10,15.4581418
1500,10,15.06165791
1500,10,17.36002588
1500,10,26.78892064
1500,10,14.76844478
1500,10,14.97222829
1500,10,15.26055408
1500,10,15.59191012
1500,10,15.06003666
1500,10,14.44118261
1500,10,14.85683799
1500,10,15.10081553
1500,10,14.6194942
1500,10,15.20160007
1500,10,14.55338883
1500,10,14.72404933
1500,10,14.25329566
1500,10,14.02766371
1500,10,14.83169508
1500,10,13.9325757
1500,10,14.87612796
1500,10,14.49286866
1500,10,14.52044868
1500,10,13.75423193
1500,10,14.94967985
1500,10,14.26370573
1500,10,14.81046224
1500,10,15.28492761
1500,10,14.22526908
1500,10,15.24976039
1500,10,14.31573534
1500,10,15.04272938
1500,10,15.34481359
1500,10,15.31402779
1500,10,14.9099884
1500,10,15.10372448
1500,10,14.75209904
1500,10,14.67318392
1500,10,14.31408715
1500,10,14.76701164
1500,10,14.8583343
1500,10,15.61955476
1500,10,14.3604362
1500,10,14.70288229
1500,10,14.82885289
1500,10,15.18744802
1500,10,14.73331547
1500,10,15.10800219
1500,10,14.27419353
1500,10,14.05978918
1500,10,15.5417552
1500,10,14.20760417
1500,10,14.77971888
1500,10,15.52697253
1500,10,15.63753152
1500,10,14.12888789
1500,10,15.25417757
1500,10,13.86486554
1500,10,14.43043828
1500,10,14.45408058
1500,10,14.61594629
1500,10,14.11460423
1500,10,14.26540542
1500,10,14.58015132
1500,10,15.09210849
1500,10,14.46099234
1500,10,15.72137403
1500,10,13.98717928
1500,10,14.79540181
1500,10,15.09741855
1500,10,14.93129158
1500,10,18.44306588
1500,10,14.61989665
1500,10,15.4264369
1500,10,13.9289155
1500,10,15.91716671
1500,10,15.18523812
1500,10,13.23151088
1500,10,14.42925811
1500,10,13.89799047
1500,10,13.72933531
1500,10,14.9442029
1500,10,14.72864461
