100,60,1388776671
100,60,1388803110
100,60,1388810409
100,60,1388859933
100,60,1388880288
100,60,1388852471
100,60,1388237555
100,60,1388962176
100,60,1388958848
100,60,1388920549
100,60,1388905442
100,60,1388894220
100,60,1388825656
100,60,1388816313
100,60,1388902176
100,60,1388835335
100,60,1388811006
100,60,1388785628
100,60,1388877154
100,60,1388882184
100,60,1388668660
100,60,1388744638
100,60,1388803553
100,60,1388801820
100,60,1388696284
100,60,1388874343
100,60,842519120
100,60,1388828770
100,60,1388873171
100,60,1388636693
100,60,1388877421
100,60,1388918444
100,60,1388734492
100,60,1388742563
100,60,1388897516
100,60,1388812766
100,60,1388585974
100,60,1388855604
100,60,1388415486
100,60,1388823273
100,60,1388345307
100,60,1388906298
100,60,1388799018
100,60,1388890433
100,60,1388126907
100,60,1388839112
100,60,1388898854
100,60,1388874774
100,60,1388853395
100,60,1388814751
