100,1500,1388667335
100,1500,1388769668
100,1500,1388847598
100,1500,1388768572
100,1500,1388904664
100,1500,1388723867
100,1500,1388776640
100,1500,1388847190
100,1500,1388812816
100,1500,1388831067
100,1500,1388680556
100,1500,1388801461
100,1500,1388851828
100,1500,1388792462
100,1500,1388829462
100,1500,1388800188
100,1500,885128176
100,1500,1388814344
100,1500,1388848624
100,1500,1388774518
100,1500,1388878532
100,1500,1388852866
100,1500,1388792552
100,1500,1388766102
100,1500,1388829148
100,1500,1388089383
100,1500,1388552617
100,1500,1388853224
100,1500,1388847901
100,1500,1388755322
100,1500,1388786042
100,1500,1388680845
100,1500,1388795902
100,1500,1388864836
100,1500,1388753674
100,1500,1388623890
100,1500,1388772192
100,1500,1388876472
100,1500,1388777084
100,1500,526398650
100,1500,1388811952
100,1500,1388782125
100,1500,1388887364
100,1500,1388750419
100,1500,1388836050
100,1500,1388879616
100,1500,1388627046
100,1500,1388764526
100,1500,1388875571
100,1500,1388826515
