100, 120, 1388837435
100, 120, 1388857740
100, 120, 1388797903
100, 120, 1388607597
100, 120, 1388790345
100, 120, 1388866027
100, 120, 1388882327
100, 120, 1388848444
100, 120, 1388628601
100, 120, 1388823521
100, 120, 1388855476
100, 120, 1388789744
100, 120, 1388790226
100, 120, 1388627753
100, 120, 1388774070
100, 120, 1388764227
100, 120, 1388709206
100, 120, 1388879437
100, 120, 1388736538
100, 120, 1386842744
100, 120, 1388777993
100, 120, 1388860926
100, 120, 1388857352
100, 120, 1388839586
100, 120, 1388792714
100, 120, 1388748692
100, 120, 1388725386
100, 120, 1388785416
100, 120, 1388709458
100, 120, 1388798695
100, 120, 1388867225
100, 120, 1388757165
100, 120, 1388831943
100, 120, 1388860264
100, 120, 1388801366
100, 120, 1311917702
100, 120, 1388743726
100, 120, 1388781684
100, 120, 1388704575
100, 120, 1388772259
100, 120, 1388802367
100, 120, 1381892024
100, 120, 1387921509
100, 120, 1388641386
100, 120, 1388835567
100, 120, 1388708094
100, 120, 1388842610
100, 120, 1388852025
100, 120, 1388860782
